Australia,Bottas,Mercedes,01:25.6,2019
Bahrain,Leclerc,Ferrari,01:33.4,2019
China,Gasly,Red Bull Racing Honda,01:34.7,2019
Azerbaijan,Leclerc,Ferrari,01:43.0,2019
Spain,Hamilton,Mercedes,01:18.5,2019
Monaco,Gasly,Red Bull Racing Honda,01:14.3,2019
Canada,Bottas,Mercedes,01:13.1,2019
France,Vettel,Ferrari,01:32.7,2019
Austria,Verstappen,Red Bull Racing Honda,01:07.5,2019
Great Britain,Hamilton,Mercedes,01:27.4,2019
Germany,Verstappen,Red Bull Racing Honda,01:16.6,2019
Hungary,Verstappen,Red Bull Racing Honda,01:17.1,2019
Belgium,Vettel,Ferrari,01:46.4,2019
Italy,Hamilton,Mercedes,01:21.8,2019
Singapore,Magnussen,Haas Ferrari,01:42.3,2019
Russia,Hamilton,Mercedes,01:35.8,2019
Japan,Hamilton,Mercedes,01:31.0,2019
Mexico,Leclerc,Ferrari,01:19.2,2019
United States,Leclerc,Ferrari,01:36.2,2019
Brazil,Bottas,Mercedes,01:10.7,2019
Abu Dhabi,Hamilton,Mercedes,01:39.3,2019
